
TTD - Therapeutic Targets Database Full Data Download File
Title - KEGG pathway data for TTD clinical trial targets only
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	KEGG pathway ID	KEGG pathway name
T15497	hsa05200	Pathways in cancer
T15556	hsa04066	HIF-1 signaling pathway
T15556	hsa04115	p53 signaling pathway
T15556	hsa04390	Hippo signaling pathway
T15556	hsa04610	Complement and coagulation cascades
T15556	hsa05142	Chagas disease (American trypanosomiasis)
T15739	hsa04010	MAPK signaling pathway
T15739	hsa04071	Sphingolipid signaling pathway
T15739	hsa04110	Cell cycle
T15739	hsa04115	p53 signaling pathway
T15739	hsa04151	PI3K-Akt signaling pathway
T15739	hsa04210	Apoptosis
T15739	hsa04310	Wnt signaling pathway
T15739	hsa04722	Neurotrophin signaling pathway
T15739	hsa04919	Thyroid hormone signaling pathway
T15739	hsa05014	Amyotrophic lateral sclerosis (ALS)
T15739	hsa05016	Huntington's disease
T15739	hsa05160	Hepatitis C
T15739	hsa05161	Hepatitis B
T15739	hsa05162	Measles
T15739	hsa05166	HTLV-I infection
T15739	hsa05168	Herpes simplex infection
T15739	hsa05169	Epstein-Barr virus infection
T15739	hsa05200	Pathways in cancer
T15739	hsa05202	Transcriptional misregulation in cancer
T15739	hsa05203	Viral carcinogenesis
T15739	hsa05205	Proteoglycans in cancer
T15739	hsa05206	MicroRNAs in cancer
T15739	hsa05210	Colorectal cancer
T15739	hsa05212	Pancreatic cancer
T15739	hsa05213	Endometrial cancer
T15739	hsa05214	Glioma
T15739	hsa05215	Prostate cancer
T15739	hsa05216	Thyroid cancer
T15739	hsa05217	Basal cell carcinoma
T15739	hsa05218	Melanoma
T15739	hsa05219	Bladder cancer
T15739	hsa05220	Chronic myeloid leukemia
T15739	hsa05222	Small cell lung cancer
T15739	hsa05223	Non-small cell lung cancer
T15739	hsa05230	Central carbon metabolism in cancer
T15783	hsa04612	Antigen processing and presentation
T15783	hsa04650	Natural killer cell mediated cytotoxicity
T15783	hsa05332	Graft-versus-host disease
T15795	hsa04925	Aldosterone synthesis and secretion
T15795	hsa04927	Cortisol synthesis and secretion
T15795	hsa04934	Cushing syndrome
T15803	hsa04610	Complement and coagulation cascades
T16016	hsa04060	Cytokine-cytokine receptor interaction
T16016	hsa04062	Chemokine signaling pathway
T16117	hsa00330	Arginine and proline metabolism
T16117	hsa01100	Metabolic pathways
T16117	hsa04020	Calcium signaling pathway
T16117	hsa04145	Phagosome
T16117	hsa04713	Circadian entrainment
T16117	hsa04730	Long-term depression
T16117	hsa04970	Salivary secretion
T16117	hsa05010	Alzheimer's disease
T16117	hsa05014	Amyotrophic lateral sclerosis (ALS)
T16128	hsa04971	Gastric acid secretion
T16144	hsa04514	Cell adhesion molecules (CAMs)
T16144	hsa04672	Intestinal immune network for IgA production
T16263	hsa04060	Cytokine-cytokine receptor interaction
T16263	hsa04062	Chemokine signaling pathway
T16263	hsa04620	Toll-like receptor signaling pathway
T16263	hsa04621	NOD-like receptor signaling pathway
T16263	hsa04623	Cytosolic DNA-sensing pathway
T16263	hsa04668	TNF signaling pathway
T16263	hsa05020	Prion diseases
T16263	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
T16263	hsa05142	Chagas disease (American trypanosomiasis)
T16263	hsa05164	Influenza A
T16263	hsa05168	Herpes simplex infection
T16263	hsa05323	Rheumatoid arthritis
T16308	hsa04622	RIG-I-like receptor signaling pathway
T16340	hsa04010	MAPK signaling pathway
T16340	hsa04060	Cytokine-cytokine receptor interaction
T16340	hsa04210	Apoptosis
T16340	hsa04380	Osteoclast differentiation
T16340	hsa04640	Hematopoietic cell lineage
T16340	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T16340	hsa04940	Type I diabetes mellitus
T16340	hsa05020	Prion diseases
T16340	hsa05132	Salmonella infection
T16340	hsa05133	Pertussis
T16340	hsa05140	Leishmaniasis
T16340	hsa05152	Tuberculosis
T16340	hsa05162	Measles
T16340	hsa05164	Influenza A
T16340	hsa05321	Inflammatory bowel disease (IBD)
T16340	hsa05323	Rheumatoid arthritis
T16340	hsa05332	Graft-versus-host disease
T16347	hsa04520	Adherens junction
T16347	hsa04910	Insulin signaling pathway
T16691	hsa04020	Calcium signaling pathway
T16691	hsa04024	cAMP signaling pathway
T16691	hsa04080	Neuroactive ligand-receptor interaction
T16691	hsa04726	Serotonergic synapse
T16769	hsa04064	NF-kappa B signaling pathway
T16769	hsa04120	Ubiquitin mediated proteolysis
T16769	hsa04210	Apoptosis
T16769	hsa04510	Focal adhesion
T16769	hsa05145	Toxoplasmosis
T16769	hsa05166	HTLV-I infection
T16769	hsa05200	Pathways in cancer
T16769	hsa05222	Small cell lung cancer
T16868	hsa04514	Cell adhesion molecules (CAMs)
T16868	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T17140	hsa04020	Calcium signaling pathway
T17140	hsa04080	Neuroactive ligand-receptor interaction
T17427	hsa04512	ECM-receptor interaction
T17427	hsa04611	Platelet activation
T17427	hsa04640	Hematopoietic cell lineage
T17502	hsa00830	Retinol metabolism
T17852	hsa00230	Purine metabolism
T18059	hsa04610	Complement and coagulation cascades
T18059	hsa04640	Hematopoietic cell lineage
T18059	hsa04662	B cell receptor signaling pathway
T18059	hsa05169	Epstein-Barr virus infection
T18299	hsa04012	ErbB signaling pathway
T18299	hsa04020	Calcium signaling pathway
T18299	hsa04024	cAMP signaling pathway
T18299	hsa04066	HIF-1 signaling pathway
T18299	hsa04114	Oocyte meiosis
T18299	hsa04261	Adrenergic signaling in cardiomyocytes
T18299	hsa04310	Wnt signaling pathway
T18299	hsa04713	Circadian entrainment
T18299	hsa04720	Long-term potentiation
T18299	hsa04722	Neurotrophin signaling pathway
T18299	hsa04725	Cholinergic synapse
T18299	hsa04728	Dopaminergic synapse
T18299	hsa04740	Olfactory transduction
T18299	hsa04750	Inflammatory mediator regulation of TRP channels
T18299	hsa04911	Insulin secretion
T18299	hsa04912	GnRH signaling pathway
T18299	hsa04916	Melanogenesis
T18299	hsa04921	Oxytocin signaling pathway
T18299	hsa04922	Glucagon signaling pathway
T18299	hsa04971	Gastric acid secretion
T18299	hsa05031	Amphetamine addiction
T18299	hsa05152	Tuberculosis
T18299	hsa05205	Proteoglycans in cancer
T18299	hsa05214	Glioma
T18639	hsa04010	MAPK signaling pathway
T18639	hsa04014	Ras signaling pathway
T18639	hsa04015	Rap1 signaling pathway
T18639	hsa04151	PI3K-Akt signaling pathway
T18639	hsa04390	Hippo signaling pathway
T18639	hsa04810	Regulation of actin cytoskeleton
T18639	hsa05200	Pathways in cancer
T18639	hsa05218	Melanoma
T18664	hsa00561	Glycerolipid metabolism
T18664	hsa01100	Metabolic pathways
T18664	hsa04723	Retrograde endocannabinoid signaling
T18876	hsa04080	Neuroactive ligand-receptor interaction
T18876	hsa04750	Inflammatory mediator regulation of TRP channels
T18876	hsa04924	Renin secretion
T18876	hsa05200	Pathways in cancer
T18972	hsa04640	Hematopoietic cell lineage
T18972	hsa04660	T cell receptor signaling pathway
T18972	hsa05142	Chagas disease (American trypanosomiasis)
T18972	hsa05162	Measles
T18972	hsa05166	HTLV-I infection
T19160	hsa00564	Glycerophospholipid metabolism
T19160	hsa00565	Ether lipid metabolism
T19160	hsa00590	Arachidonic acid metabolism
T19160	hsa00591	Linoleic acid metabolism
T19160	hsa00592	alpha-Linolenic acid metabolism
T19160	hsa01100	Metabolic pathways
T19160	hsa04014	Ras signaling pathway
T19160	hsa04270	Vascular smooth muscle contraction
T19160	hsa04972	Pancreatic secretion
T19160	hsa04975	Fat digestion and absorption
T19334	hsa04060	Cytokine-cytokine receptor interaction
T19334	hsa04630	Jak-STAT signaling pathway
T19334	hsa05321	Inflammatory bowel disease (IBD)
T19556	hsa04060	Cytokine-cytokine receptor interaction
T19556	hsa04151	PI3K-Akt signaling pathway
T19556	hsa04630	Jak-STAT signaling pathway
T19579	hsa04060	Cytokine-cytokine receptor interaction
T19579	hsa04144	Endocytosis
T19579	hsa04151	PI3K-Akt signaling pathway
T19579	hsa04630	Jak-STAT signaling pathway
T19579	hsa05162	Measles
T19579	hsa05166	HTLV-I infection
T19579	hsa05202	Transcriptional misregulation in cancer
T19784	hsa04060	Cytokine-cytokine receptor interaction
T19784	hsa04080	Neuroactive ligand-receptor interaction
T19784	hsa04151	PI3K-Akt signaling pathway
T19784	hsa04630	Jak-STAT signaling pathway
T20333	hsa04010	MAPK signaling pathway
T20333	hsa04014	Ras signaling pathway
T20333	hsa04015	Rap1 signaling pathway
T20333	hsa04060	Cytokine-cytokine receptor interaction
T20333	hsa04061	Viral protein interaction with cytokine and cytokine receptor
T20333	hsa04151	PI3K-Akt signaling pathway
T20333	hsa04380	Osteoclast differentiation
T20333	hsa04640	Hematopoietic cell lineage
T20333	hsa05200	Pathways in cancer
T20333	hsa05202	Transcriptional misregulation in cancer
T20333	hsa05221	Acute myeloid leukemia
T20891	hsa03320	PPAR signaling pathway
T20891	hsa04068	FoxO signaling pathway
T20891	hsa04071	Sphingolipid signaling pathway
T20891	hsa04150	mTOR signaling pathway
T20891	hsa04151	PI3K-Akt signaling pathway
T20891	hsa04152	AMPK signaling pathway
T20891	hsa04510	Focal adhesion
T20891	hsa04660	T cell receptor signaling pathway
T20891	hsa04664	Fc epsilon RI signaling pathway
T20891	hsa04722	Neurotrophin signaling pathway
T20891	hsa04910	Insulin signaling pathway
T20891	hsa04919	Thyroid hormone signaling pathway
T20891	hsa04960	Aldosterone-regulated sodium reabsorption
T20891	hsa05145	Toxoplasmosis
T20891	hsa05160	Hepatitis C
T20891	hsa05205	Proteoglycans in cancer
T20891	hsa05213	Endometrial cancer
T20891	hsa05215	Prostate cancer
T20891	hsa05223	Non-small cell lung cancer
T20891	hsa05231	Choline metabolism in cancer
T20978	hsa04514	Cell adhesion molecules (CAMs)
T20978	hsa04612	Antigen processing and presentation
T20978	hsa04640	Hematopoietic cell lineage
T20978	hsa04660	T cell receptor signaling pathway
T20978	hsa05340	Primary immunodeficiency
T21123	hsa05200	Pathways in cancer
T21123	hsa05211	Renal cell carcinoma
T21307	hsa04010	MAPK signaling pathway
T21307	hsa04370	VEGF signaling pathway
T21307	hsa04722	Neurotrophin signaling pathway
T21307	hsa05203	Viral carcinogenesis
T21434	hsa04080	Neuroactive ligand-receptor interaction
T21669	hsa00480	Glutathione metabolism
T21669	hsa00980	Metabolism of xenobiotics by cytochrome P450
T21669	hsa00982	Drug metabolism - cytochrome P450
T21669	hsa05200	Pathways in cancer
T21669	hsa05204	Chemical carcinogenesis
T21669	hsa05215	Prostate cancer
T21689	hsa05010	Alzheimer's disease
T21782	hsa03030	DNA replication
T21782	hsa03410	Base excision repair
T21782	hsa03420	Nucleotide excision repair
T21782	hsa03430	Mismatch repair
T21782	hsa04110	Cell cycle
T21782	hsa05161	Hepatitis B
T21782	hsa05166	HTLV-I infection
T21865	hsa04514	Cell adhesion molecules (CAMs)
T21865	hsa05150	Staphylococcus aureus infection
T21960	hsa04014	Ras signaling pathway
T21960	hsa04015	Rap1 signaling pathway
T21960	hsa04066	HIF-1 signaling pathway
T21960	hsa04151	PI3K-Akt signaling pathway
T22032	hsa04080	Neuroactive ligand-receptor interaction
T22128	hsa00250	Alanine, aspartate and glutamate metabolism
T22128	hsa00410	beta-Alanine metabolism
T22128	hsa00430	Taurine and hypotaurine metabolism
T22128	hsa00650	Butanoate metabolism
T22128	hsa01100	Metabolic pathways
T22128	hsa04727	GABAergic synapse
T22128	hsa04940	Type I diabetes mellitus
T22274	hsa05034	Alcoholism
T22274	hsa05203	Viral carcinogenesis
T22655	hsa04514	Cell adhesion molecules (CAMs)
T22655	hsa04672	Intestinal immune network for IgA production
T22977	hsa04146	Peroxisome
T22977	hsa05014	Amyotrophic lateral sclerosis (ALS)
T22977	hsa05016	Huntington's disease
T22977	hsa05020	Prion diseases
T23036	sao00061	Fatty acid biosynthesis
T23036	sao00780	Biotin metabolism
T23036	sao01100	Metabolic pathways
T23036	sao01212	Fatty acid metabolism
T23212	hsa04010	MAPK signaling pathway
T23212	hsa04064	NF-kappa B signaling pathway
T23212	hsa04145	Phagosome
T23212	hsa04620	Toll-like receptor signaling pathway
T23212	hsa04640	Hematopoietic cell lineage
T23212	hsa04810	Regulation of actin cytoskeleton
T23212	hsa05130	Pathogenic Escherichia coli infection
T23212	hsa05132	Salmonella infection
T23212	hsa05133	Pertussis
T23212	hsa05134	Legionellosis
T23212	hsa05146	Amoebiasis
T23212	hsa05152	Tuberculosis
T23212	hsa05202	Transcriptional misregulation in cancer
T23276	hsa04010	MAPK signaling pathway
T23276	hsa04012	ErbB signaling pathway
T23276	hsa04014	Ras signaling pathway
T23276	hsa04015	Rap1 signaling pathway
T23276	hsa04022	cGMP-PKG signaling pathway
T23276	hsa04024	cAMP signaling pathway
T23276	hsa04062	Chemokine signaling pathway
T23276	hsa04066	HIF-1 signaling pathway
T23276	hsa04068	FoxO signaling pathway
T23276	hsa04071	Sphingolipid signaling pathway
T23276	hsa04114	Oocyte meiosis
T23276	hsa04150	mTOR signaling pathway
T23276	hsa04151	PI3K-Akt signaling pathway
T23276	hsa04261	Adrenergic signaling in cardiomyocytes
T23276	hsa04270	Vascular smooth muscle contraction
T23276	hsa04320	Dorso-ventral axis formation
T23276	hsa04350	TGF-beta signaling pathway
T23276	hsa04360	Axon guidance
T23276	hsa04370	VEGF signaling pathway
T23276	hsa04380	Osteoclast differentiation
T23276	hsa04510	Focal adhesion
T23276	hsa04520	Adherens junction
T23276	hsa04540	Gap junction
T23276	hsa04550	Signaling pathways regulating pluripotency of stem cells
T23276	hsa04611	Platelet activation
T23276	hsa04620	Toll-like receptor signaling pathway
T23276	hsa04621	NOD-like receptor signaling pathway
T23276	hsa04650	Natural killer cell mediated cytotoxicity
T23276	hsa04660	T cell receptor signaling pathway
T23276	hsa04662	B cell receptor signaling pathway
T23276	hsa04664	Fc epsilon RI signaling pathway
T23276	hsa04666	Fc gamma R-mediated phagocytosis
T23276	hsa04668	TNF signaling pathway
T23276	hsa04713	Circadian entrainment
T23276	hsa04720	Long-term potentiation
T23276	hsa04722	Neurotrophin signaling pathway
T23276	hsa04723	Retrograde endocannabinoid signaling
T23276	hsa04724	Glutamatergic synapse
T23276	hsa04725	Cholinergic synapse
T23276	hsa04726	Serotonergic synapse
T23276	hsa04730	Long-term depression
T23276	hsa04810	Regulation of actin cytoskeleton
T23276	hsa04910	Insulin signaling pathway
T23276	hsa04912	GnRH signaling pathway
T23276	hsa04914	Progesterone-mediated oocyte maturation
T23276	hsa04915	Estrogen signaling pathway
T23276	hsa04916	Melanogenesis
T23276	hsa04917	Prolactin signaling pathway
T23276	hsa04919	Thyroid hormone signaling pathway
T23276	hsa04921	Oxytocin signaling pathway
T23276	hsa04930	Type II diabetes mellitus
T23276	hsa04960	Aldosterone-regulated sodium reabsorption
T23276	hsa05010	Alzheimer's disease
T23276	hsa05020	Prion diseases
T23276	hsa05034	Alcoholism
T23276	hsa05131	Shigellosis
T23276	hsa05132	Salmonella infection
T23276	hsa05133	Pertussis
T23276	hsa05140	Leishmaniasis
T23276	hsa05142	Chagas disease (American trypanosomiasis)
T23276	hsa05145	Toxoplasmosis
T23276	hsa05152	Tuberculosis
T23276	hsa05160	Hepatitis C
T23276	hsa05161	Hepatitis B
T23276	hsa05164	Influenza A
T23276	hsa05200	Pathways in cancer
T23276	hsa05203	Viral carcinogenesis
T23276	hsa05205	Proteoglycans in cancer
T23276	hsa05210	Colorectal cancer
T23276	hsa05211	Renal cell carcinoma
T23276	hsa05212	Pancreatic cancer
T23276	hsa05213	Endometrial cancer
T23276	hsa05214	Glioma
T23276	hsa05215	Prostate cancer
T23276	hsa05216	Thyroid cancer
T23276	hsa05218	Melanoma
T23276	hsa05219	Bladder cancer
T23276	hsa05220	Chronic myeloid leukemia
T23276	hsa05221	Acute myeloid leukemia
T23276	hsa05223	Non-small cell lung cancer
T23276	hsa05230	Central carbon metabolism in cancer
T23276	hsa05231	Choline metabolism in cancer
T23347	hsa04010	MAPK signaling pathway
T23347	hsa04060	Cytokine-cytokine receptor interaction
T23347	hsa04640	Hematopoietic cell lineage
T23347	hsa05146	Amoebiasis
T23347	hsa05166	HTLV-I infection
T23347	hsa05202	Transcriptional misregulation in cancer
T23348	hsa04151	PI3K-Akt signaling pathway
T23348	hsa04510	Focal adhesion
T23348	hsa04512	ECM-receptor interaction
T23348	hsa04610	Complement and coagulation cascades
T23348	hsa04611	Platelet activation
T23471	hsa04145	Phagosome
T23471	hsa05202	Transcriptional misregulation in cancer
T23787	hsa00051	Fructose and mannose metabolism
T23787	hsa04066	HIF-1 signaling pathway
T23787	hsa04152	AMPK signaling pathway
T23797	hsa04623	Cytosolic DNA-sensing pathway
T23797	hsa05164	Influenza A
T23995	hsa04064	NF-kappa B signaling pathway
T23995	hsa04270	Vascular smooth muscle contraction
T23995	hsa04530	Tight junction
T23995	hsa04660	T cell receptor signaling pathway
T23995	hsa04750	Inflammatory mediator regulation of TRP channels
T23995	hsa04920	Adipocytokine signaling pathway
T23995	hsa05162	Measles
T24555	hsa04020	Calcium signaling pathway
T24555	hsa04022	cGMP-PKG signaling pathway
T24555	hsa04024	cAMP signaling pathway
T24555	hsa04080	Neuroactive ligand-receptor interaction
T24555	hsa04144	Endocytosis
T24555	hsa04261	Adrenergic signaling in cardiomyocytes
T24555	hsa04970	Salivary secretion
T24793	hsa04010	MAPK signaling pathway
T24793	hsa04020	Calcium signaling pathway
T24793	hsa04022	cGMP-PKG signaling pathway
T24793	hsa04024	cAMP signaling pathway
T24793	hsa04260	Cardiac muscle contraction
T24793	hsa04261	Adrenergic signaling in cardiomyocytes
T24793	hsa04270	Vascular smooth muscle contraction
T24793	hsa04713	Circadian entrainment
T24793	hsa04723	Retrograde endocannabinoid signaling
T24793	hsa04724	Glutamatergic synapse
T24793	hsa04725	Cholinergic synapse
T24793	hsa04726	Serotonergic synapse
T24793	hsa04727	GABAergic synapse
T24793	hsa04728	Dopaminergic synapse
T24793	hsa04911	Insulin secretion
T24793	hsa04912	GnRH signaling pathway
T24793	hsa04921	Oxytocin signaling pathway
T24793	hsa04930	Type II diabetes mellitus
T24793	hsa04973	Carbohydrate digestion and absorption
T24793	hsa05010	Alzheimer's disease
T24793	hsa05031	Amphetamine addiction
T24793	hsa05410	Hypertrophic cardiomyopathy (HCM)
T24793	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T24793	hsa05414	Dilated cardiomyopathy
T24982	hsa04976	Bile secretion
T25265	hsa05206	MicroRNAs in cancer
T25317	hsa00100	Steroid biosynthesis
T25317	hsa01100	Metabolic pathways
T25608	hsa04911	Insulin secretion
T25703	hsa00860	Porphyrin and chlorophyll metabolism
T25703	hsa04066	HIF-1 signaling pathway
T25703	hsa04978	Mineral absorption
T25703	hsa05206	MicroRNAs in cancer
T25726	hsa05205	Proteoglycans in cancer
T26226	hsa04060	Cytokine-cytokine receptor interaction
T26226	hsa04080	Neuroactive ligand-receptor interaction
T26226	hsa04151	PI3K-Akt signaling pathway
T26226	hsa04630	Jak-STAT signaling pathway
T26226	hsa04917	Prolactin signaling pathway
T26500	hsa04080	Neuroactive ligand-receptor interaction
T26851	hsa04145	Phagosome
T26851	hsa04610	Complement and coagulation cascades
T26851	hsa05133	Pertussis
T26851	hsa05134	Legionellosis
T26851	hsa05140	Leishmaniasis
T26851	hsa05142	Chagas disease (American trypanosomiasis)
T26851	hsa05150	Staphylococcus aureus infection
T26851	hsa05152	Tuberculosis
T26851	hsa05168	Herpes simplex infection
T26851	hsa05203	Viral carcinogenesis
T26851	hsa05322	Systemic lupus erythematosus
T27198	spy00450	Selenocompound metabolism
T27198	spy00970	Aminoacyl-tRNA biosynthesis
T27889	hsa04614	Renin-angiotensin system
T27889	hsa04974	Protein digestion and absorption
T27944	hsa04080	Neuroactive ligand-receptor interaction
T28213	hsa04024	cAMP signaling pathway
T28330	hsa04020	Calcium signaling pathway
T28330	hsa04080	Neuroactive ligand-receptor interaction
T28330	hsa04911	Insulin secretion
T28330	hsa04972	Pancreatic secretion
T28413	hsa04360	Axon guidance
T28713	hsa04110	Cell cycle
T28713	hsa04115	p53 signaling pathway
T28713	hsa05166	HTLV-I infection
T28717	hsa04060	Cytokine-cytokine receptor interaction
T29024	hsa04146	Peroxisome
T29024	hsa05014	Amyotrophic lateral sclerosis (ALS)
T29024	hsa05016	Huntington's disease
T29024	hsa05020	Prion diseases
T29143	hsa04060	Cytokine-cytokine receptor interaction
T29143	hsa04630	Jak-STAT signaling pathway
T29143	hsa04664	Fc epsilon RI signaling pathway
T29143	hsa05162	Measles
T29143	hsa05310	Asthma
T29143	hsa05321	Inflammatory bowel disease (IBD)
T29339	hsa04064	NF-kappa B signaling pathway
T29339	hsa04622	RIG-I-like receptor signaling pathway
T29339	hsa04623	Cytosolic DNA-sensing pathway
T29339	hsa05160	Hepatitis C
T29339	hsa05161	Hepatitis B
T29339	hsa05162	Measles
T29339	hsa05164	Influenza A
T29339	hsa05168	Herpes simplex infection
T29339	hsa05169	Epstein-Barr virus infection
T29683	hsa04020	Calcium signaling pathway
T29683	hsa04080	Neuroactive ligand-receptor interaction
T29736	hsa04151	PI3K-Akt signaling pathway
T29736	hsa04510	Focal adhesion
T29736	hsa04512	ECM-receptor interaction
T29736	hsa05145	Toxoplasmosis
T29736	hsa05146	Amoebiasis
T29736	hsa05200	Pathways in cancer
T29736	hsa05222	Small cell lung cancer
T29879	hsa04145	Phagosome
T29879	hsa04151	PI3K-Akt signaling pathway
T29879	hsa04510	Focal adhesion
T29879	hsa04512	ECM-receptor interaction
T29879	hsa04640	Hematopoietic cell lineage
T29879	hsa04810	Regulation of actin cytoskeleton
T29879	hsa05100	Bacterial invasion of epithelial cells
T29879	hsa05131	Shigellosis
T29879	hsa05133	Pertussis
T29879	hsa05205	Proteoglycans in cancer
T29879	hsa05206	MicroRNAs in cancer
T29879	hsa05410	Hypertrophic cardiomyopathy (HCM)
T29879	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T29879	hsa05414	Dilated cardiomyopathy
T29960	hsa05202	Transcriptional misregulation in cancer
T30563	hsa04020	Calcium signaling pathway
T30563	hsa04080	Neuroactive ligand-receptor interaction
T30635	hsa04060	Cytokine-cytokine receptor interaction
T30635	hsa04062	Chemokine signaling pathway
T30635	hsa04620	Toll-like receptor signaling pathway
T30635	hsa04622	RIG-I-like receptor signaling pathway
T30635	hsa04623	Cytosolic DNA-sensing pathway
T30635	hsa04668	TNF signaling pathway
T30635	hsa05164	Influenza A
T30687	hsa04080	Neuroactive ligand-receptor interaction
T30731	hsa04610	Complement and coagulation cascades
T30784	hsa04015	Rap1 signaling pathway
T30784	hsa04115	p53 signaling pathway
T30784	hsa04145	Phagosome
T30784	hsa04151	PI3K-Akt signaling pathway
T30784	hsa04350	TGF-beta signaling pathway
T30784	hsa04510	Focal adhesion
T30784	hsa04512	ECM-receptor interaction
T30784	hsa05144	Malaria
T30784	hsa05205	Proteoglycans in cancer
T30784	hsa05206	MicroRNAs in cancer
T30784	hsa05219	Bladder cancer
T30790	hsa04020	Calcium signaling pathway
T30790	hsa04024	cAMP signaling pathway
T30790	hsa04611	Platelet activation
T30790	hsa05340	Primary immunodeficiency
T31514	hsa00052	Galactose metabolism
T31514	hsa00500	Starch and sucrose metabolism
T31514	hsa01100	Metabolic pathways
T31514	hsa04142	Lysosome
T31518	hsa03320	PPAR signaling pathway
T31825	hsa05143	African trypanosomiasis
T31825	hsa05144	Malaria
T31902	hsa05010	Alzheimer's disease
T31902	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
T31956	hsa04614	Renin-angiotensin system
T31989	hsa00600	Sphingolipid metabolism
T31989	hsa01100	Metabolic pathways
T31989	hsa04020	Calcium signaling pathway
T31989	hsa04071	Sphingolipid signaling pathway
T31989	hsa04370	VEGF signaling pathway
T31989	hsa04666	Fc gamma R-mediated phagocytosis
T31989	hsa05152	Tuberculosis
T32240	hsa04060	Cytokine-cytokine receptor interaction
T32240	hsa04630	Jak-STAT signaling pathway
T32240	hsa04668	TNF signaling pathway
T32240	hsa04672	Intestinal immune network for IgA production
T32240	hsa05166	HTLV-I infection
T32240	hsa05168	Herpes simplex infection
T32240	hsa05323	Rheumatoid arthritis
T32262	hsa04080	Neuroactive ligand-receptor interaction
T32262	hsa04270	Vascular smooth muscle contraction
T32780	hsa04918	Thyroid hormone synthesis
T32972	hsa00100	Steroid biosynthesis
T32972	hsa01100	Metabolic pathways
T32973	hsa04142	Lysosome
T32973	hsa04612	Antigen processing and presentation
T33124	hsa00260	Glycine, serine and threonine metabolism
T33124	hsa00330	Arginine and proline metabolism
T33124	hsa00472	D-Arginine and D-ornithine metabolism
T33124	hsa01100	Metabolic pathways
T33124	hsa01130	Biosynthesis of antibiotics
T33124	hsa04146	Peroxisome
T33641	hsa00120	Primary bile acid biosynthesis
T33990	hsa04014	Ras signaling pathway
T33990	hsa04015	Rap1 signaling pathway
T33990	hsa04060	Cytokine-cytokine receptor interaction
T33990	hsa04151	PI3K-Akt signaling pathway
T33990	hsa04380	Osteoclast differentiation
T33990	hsa04640	Hematopoietic cell lineage
T33990	hsa04668	TNF signaling pathway
T33990	hsa05323	Rheumatoid arthritis
T35173	hsa04064	NF-kappa B signaling pathway
T35173	hsa04120	Ubiquitin mediated proteolysis
T35173	hsa04210	Apoptosis
T35173	hsa04510	Focal adhesion
T35173	hsa04621	NOD-like receptor signaling pathway
T35173	hsa04668	TNF signaling pathway
T35173	hsa05145	Toxoplasmosis
T35173	hsa05200	Pathways in cancer
T35173	hsa05202	Transcriptional misregulation in cancer
T35173	hsa05222	Small cell lung cancer
T35194	hsa04010	MAPK signaling pathway
T35194	hsa04726	Serotonergic synapse
T35232	hsa04060	Cytokine-cytokine receptor interaction
T35232	hsa04151	PI3K-Akt signaling pathway
T35232	hsa04630	Jak-STAT signaling pathway
T35232	hsa04640	Hematopoietic cell lineage
T35591	hsa04520	Adherens junction
T35734	hsa00590	Arachidonic acid metabolism
T35734	hsa01100	Metabolic pathways
T35734	hsa04146	Peroxisome
T35842	hsa04080	Neuroactive ligand-receptor interaction
T35842	hsa04916	Melanogenesis
T35940	hsa04010	MAPK signaling pathway
T35940	hsa04012	ErbB signaling pathway
T35940	hsa04014	Ras signaling pathway
T35940	hsa04015	Rap1 signaling pathway
T35940	hsa04022	cGMP-PKG signaling pathway
T35940	hsa04024	cAMP signaling pathway
T35940	hsa04062	Chemokine signaling pathway
T35940	hsa04066	HIF-1 signaling pathway
T35940	hsa04068	FoxO signaling pathway
T35940	hsa04071	Sphingolipid signaling pathway
T35940	hsa04114	Oocyte meiosis
T35940	hsa04151	PI3K-Akt signaling pathway
T35940	hsa04270	Vascular smooth muscle contraction
T35940	hsa04320	Dorso-ventral axis formation
T35940	hsa04370	VEGF signaling pathway
T35940	hsa04380	Osteoclast differentiation
T35940	hsa04510	Focal adhesion
T35940	hsa04540	Gap junction
T35940	hsa04550	Signaling pathways regulating pluripotency of stem cells
T35940	hsa04620	Toll-like receptor signaling pathway
T35940	hsa04650	Natural killer cell mediated cytotoxicity
T35940	hsa04660	T cell receptor signaling pathway
T35940	hsa04662	B cell receptor signaling pathway
T35940	hsa04664	Fc epsilon RI signaling pathway
