
TTD - Therapeutic Targets Database Full Data Download File
Title - Wiki pathway data for TTD reasearch targets only
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	Wiki pathway ID	Wiki pathway name
T28925	WP404	Nucleotide Metabolism
T29148	WP75	Toll-like receptor signaling pathway
T29148	WP453	Inflammatory Response Pathway
T29148	WP2653	PIP3 activates AKT signaling
T29148	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T29148	WP2328	Allograft Rejection
T29148	WP1799	Costimulation by the CD28 family
T29148	WP1449	Regulation of toll-like receptor signaling pathway
T30414	WP455	GPCRs, Class A Rhodopsin-like
T30414	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T30414	WP1929	Thrombin signalling through proteinase activated receptors (PARs)
T30414	WP1825	GPCR ligand binding
T30414	WP1824	GPCR downstream signaling
T30823	WP707	DNA Damage Response
T30823	WP45	G1 to S cell cycle control
T30823	WP2772	S Phase
T30823	WP2516	ATM Signaling Pathway
T30823	WP2446	Retinoblastoma (RB) in Cancer
T30823	WP2263	Prostate Cancer
T30823	WP1984	Integrated Breast Cancer Pathway
T30823	WP1971	Integrated Cancer pathway
T30823	WP1858	Mitotic G1-G1/S phases
T30823	WP179	Cell Cycle
T30823	WP1775	Cell Cycle Checkpoints
T30823	WP1545	miRNAs involved in DNA damage response
T30823	WP1530	miRNA Regulation of DNA Damage Response
T31032	WP75	Toll-like receptor signaling pathway
T31032	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling
T31032	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
T31032	WP722	Serotonin HTR1 Group and FOS Pathway
T31032	WP69	TCR Signaling Pathway
T31032	WP666	Hypothetical Network for Drug Addiction
T31032	WP581	EPO Receptor Signaling
T31032	WP51	Regulation of Actin Cytoskeleton
T31032	WP49	IL-2 Signaling Pathway
T31032	WP481	Insulin Signaling
T31032	WP437	EGF/EGFR Signaling Pathway
T31032	WP422	MAPK Cascade
T31032	WP382	MAPK Signaling Pathway
T31032	WP366	TGF beta Signaling Pathway
T31032	WP364	IL-6 signaling pathway
T31032	WP313	Signaling of Hepatocyte Growth Factor Receptor
T31032	WP304	Kit receptor signaling pathway
T31032	WP2828	Bladder Cancer
T31032	WP2795	Cardiac Hypertrophic Response
T31032	WP2792	MAP kinase activation in TLR cascade
T31032	WP2735	RAF/MAP kinase cascade
T31032	WP2643	Nanoparticle-mediated activation of receptor signaling
T31032	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T31032	WP2636	Genes and (Common) Pathways Underlying Drug Addiction
T31032	WP2447	Amyotrophic lateral sclerosis (ALS)
T31032	WP2380	BDNF signaling pathway
T31032	WP2374	Oncostatin M Signaling Pathway
T31032	WP2332	Interleukin-11 Signaling Pathway
T31032	WP23	B Cell Receptor Signaling Pathway
T31032	WP2263	Prostate Cancer
T31032	WP2261	Signaling Pathways in Glioblastoma
T31032	WP2203	TSLP Signaling Pathway
T31032	WP22	IL-9 Signaling Pathway
T31032	WP205	IL-7 Signaling Pathway
T31032	WP2034	Leptin signaling pathway
T31032	WP195	IL-1 signaling pathway
T31032	WP1911	Signaling by FGFR
T31032	WP185	Integrin-mediated Cell Adhesion
T31032	WP1843	L1CAM interactions
T31032	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T31032	WP1449	Regulation of toll-like receptor signaling pathway
T31032	WP127	IL-5 Signaling Pathway
T32137	WP2877	Vitamin D Receptor Pathway
T32137	WP231	TNF alpha Signaling Pathway
T32335	WP75	Toll-like receptor signaling pathway
T32335	WP712	Estrogen signaling pathway
T32335	WP69	TCR Signaling Pathway
T32335	WP481	Insulin Signaling
T32335	WP395	IL-4 Signaling Pathway
T32335	WP382	MAPK Signaling Pathway
T32335	WP288	NLR Proteins
T32335	WP2804	Hair Follicle Development: Induction (Part 1 of 3)
T32335	WP2801	MyD88 cascade initiated on plasma membrane
T32335	WP2795	Cardiac Hypertrophic Response
T32335	WP2794	Cytosolic sensors of pathogen-associated DNA 
T32335	WP2768	MyD88 dependent cascade initiated on endosome
T32335	WP2763	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
T32335	WP2761	MyD88:Mal cascade initiated on plasma membrane
T32335	WP2759	Fc epsilon receptor (FCERI) signaling
T32335	WP2752	MyD88-independent cascade 
T32335	WP2746	Signaling by the B Cell Receptor (BCR)
T32335	WP2656	TAK1 activates NFkB by phosphorylation and activation of IKKs complex
T32335	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T32335	WP262	EBV LMP1 signaling
T32335	WP2571	Polycystic Kidney Disease Pathway
T32335	WP254	Apoptosis
T32335	WP2435	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
T32335	WP2380	BDNF signaling pathway
T32335	WP2332	Interleukin-11 Signaling Pathway
T32335	WP2324	AGE/RAGE pathway
T32335	WP231	TNF alpha Signaling Pathway
T32335	WP23	B Cell Receptor Signaling Pathway
T32335	WP2112	IL17 signaling pathway
T32335	WP2036	TWEAK Signaling Pathway
T32335	WP2034	Leptin signaling pathway
T32335	WP2018	RANKL/RANK Signaling Pathway
T32335	WP1976	Signalling by NGF
T32335	WP195	IL-1 signaling pathway
T32335	WP1927	TCR signaling
T32335	WP1904	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
T32335	WP1839	Interleukin-1 signaling
T32335	WP1772	Apoptosis Modulation and Signaling
T32335	WP1584	Type II diabetes mellitus
T32335	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T32335	WP1449	Regulation of toll-like receptor signaling pathway
T32335	WP1434	Osteopontin Signaling
T32335	WP1433	NOD pathway
T33367	WP534	Glycolysis and Gluconeogenesis
T33367	WP2693	Metabolism of amino acids and derivatives
T33367	WP2333	Trans-sulfuration pathway
T33367	WP1848	Metabolism of carbohydrates
T33367	WP106	Alanine and aspartate metabolism
T33586	WP2746	Signaling by the B Cell Receptor (BCR)
T33586	WP1868	Netrin-1 signaling
T33969	WP299	Nuclear Receptors in Lipid Metabolism and Toxicity
T33969	WP2882	Nuclear Receptors Meta-Pathway
T33969	WP2879	Farnesoid X Receptor  Pathway
T33969	WP2289	Drug Induction of Bile Acid Pathway
T33969	WP1788	Bile acid and bile salt metabolism
T35265	WP2877	Vitamin D Receptor Pathway
T35265	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
T35474	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
T35474	WP710	DNA Damage Response (only ATM dependent)
T35474	WP673	ErbB Signaling Pathway
T35474	WP51	Regulation of Actin Cytoskeleton
T35474	WP437	EGF/EGFR Signaling Pathway
T35474	WP422	MAPK Cascade
T35474	WP382	MAPK Signaling Pathway
T35474	WP35	G Protein Signaling Pathways
T35474	WP2870	Extracellular vesicle-mediated signaling in recipient cells
T35474	WP2781	Signaling by ERBB4
T35474	WP2780	Signaling by ERBB2
T35474	WP2759	Fc epsilon receptor (FCERI) signaling
T35474	WP2746	Signaling by the B Cell Receptor (BCR)
T35474	WP2735	RAF/MAP kinase cascade
T35474	WP2713	Signaling by SCF-KIT
T35474	WP2694	DAP12 interactions
T35474	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
T35474	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T35474	WP2643	Nanoparticle-mediated activation of receptor signaling
T35474	WP2586	Aryl Hydrocarbon Receptor
T35474	WP2377	Integrated Pancreatic Cancer Pathway
T35474	WP2374	Oncostatin M Signaling Pathway
T35474	WP231	TNF alpha Signaling Pathway
T35474	WP2290	RalA downstream regulated genes
T35474	WP2261	Signaling Pathways in Glioblastoma
T35474	WP2005	miR-targeted genes in muscle cell - TarBase
T35474	WP2004	miR-targeted genes in lymphocytes - TarBase
T35474	WP2002	miR-targeted genes in epithelium - TarBase
T35474	WP1984	Integrated Breast Cancer Pathway
T35474	WP1916	Signaling by PDGF
T35474	WP1913	Signaling by Insulin receptor
T35474	WP1911	Signaling by FGFR
T35474	WP1910	Signaling by EGFR
T35474	WP1873	NGF signalling via TRKA from the plasma membrane
T35474	WP1866	NCAM signaling for neurite out-growth
T35474	WP1794	Cell surface interactions at the vascular wall
T35474	WP127	IL-5 Signaling Pathway
T35527	WP2650	Arachidonic acid metabolism
T35527	WP167	Eicosanoid Synthesis
T36121	WP710	DNA Damage Response (only ATM dependent)
T36121	WP707	DNA Damage Response
T36121	WP673	ErbB Signaling Pathway
T36121	WP61	Notch Signaling Pathway
T36121	WP49	IL-2 Signaling Pathway
T36121	WP45	G1 to S cell cycle control
T36121	WP428	Wnt Signaling Pathway
T36121	WP400	p38 MAPK Signaling Pathway
T36121	WP399	Wnt Signaling Pathway and Pluripotency
T36121	WP382	MAPK Signaling Pathway
T36121	WP366	TGF beta Signaling Pathway
T36121	WP363	Wnt Signaling Pathway Netpath
T36121	WP2878	PPAR Alpha Pathway
T36121	WP2858	Ectoderm Differentiation
T36121	WP2839	Hair Follicle Development: Organogenesis (Part 2 of 3)
T36121	WP2828	Bladder Cancer
T36121	WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)
T36121	WP2804	Hair Follicle Development: Induction (Part 1 of 3)
T36121	WP2772	S Phase
T36121	WP2755	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
T36121	WP2720	Signaling by NOTCH1
T36121	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T36121	WP2586	Aryl Hydrocarbon Receptor
T36121	WP2571	Polycystic Kidney Disease Pathway
T36121	WP254	Apoptosis
T36121	WP2446	Retinoblastoma (RB) in Cancer
T36121	WP2431	Spinal Cord Injury
T36121	WP2377	Integrated Pancreatic Cancer Pathway
T36121	WP2363	Gastric cancer network 2
T36121	WP23	B Cell Receptor Signaling Pathway
T36121	WP2263	Prostate Cancer
T36121	WP2249	Metastatic brain tumor
T36121	WP2203	TSLP Signaling Pathway
T36121	WP2064	Neural Crest Differentiation
T36121	WP205	IL-7 Signaling Pathway
T36121	WP2032	TSH signaling pathway
T36121	WP1984	Integrated Breast Cancer Pathway
T36121	WP1971	Integrated Cancer pathway
T36121	WP1858	Mitotic G1-G1/S phases
T36121	WP1742	TP53 Network
T36121	WP1545	miRNAs involved in DNA damage response
T36121	WP1530	miRNA Regulation of DNA Damage Response
T36121	WP127	IL-5 Signaling Pathway
T36445	WP2736	Insulin Processing
T36445	WP2728	Incretin Synthesis, Secretion, and Inactivation
T36445	WP2693	Metabolism of amino acids and derivatives
T36445	WP2691	Peptide hormone biosynthesis
T36445	WP1926	Synthesis, Secretion, and Deacylation of Ghrelin
T37077	WP710	DNA Damage Response (only ATM dependent)
T37077	WP384	Apoptosis Modulation by HSP70
T37077	WP314	FAS pathway and Stress induction of HSP regulation
T37077	WP254	Apoptosis
T37077	WP2377	Integrated Pancreatic Cancer Pathway
T37077	WP2328	Allograft Rejection
T37077	WP1814	Extrinsic Pathway for Apoptosis
T37077	WP1772	Apoptosis Modulation and Signaling
T37271	WP1423	Ganglio Sphingolipid Metabolism
T38012	WP536	Calcium Regulation in the Cardiac Cell
T38012	WP35	G Protein Signaling Pathways
T38012	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T38012	WP2669	Potassium Channels
T38017	WP75	Toll-like receptor signaling pathway
T38017	WP2794	Cytosolic sensors of pathogen-associated DNA 
T38017	WP2752	MyD88-independent cascade 
T38017	WP2672	ISG15 antiviral mechanism
T38017	WP254	Apoptosis
T38017	WP1904	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
T38017	WP1815	Factors involved in megakaryocyte development and platelet production
T38017	WP1449	Regulation of toll-like receptor signaling pathway
T38581	WP1976	Signalling by NGF
T38996	WP437	EGF/EGFR Signaling Pathway
T38996	WP2032	TSH signaling pathway
T39134	WP410	Diurnally Regulated Genes with Circadian Orthologs
T39134	WP138	Androgen receptor signaling pathway
T40000	WP272	Blood Clotting Cascade
T40149	WP536	Calcium Regulation in the Cardiac Cell
T40149	WP481	Insulin Signaling
T40149	WP428	Wnt Signaling Pathway
T40149	WP399	Wnt Signaling Pathway and Pluripotency
T40149	WP382	MAPK Signaling Pathway
T40149	WP35	G Protein Signaling Pathways
T40149	WP289	Myometrial Relaxation and Contraction Pathways
T40149	WP2374	Oncostatin M Signaling Pathway
T40149	WP2261	Signaling Pathways in Glioblastoma
T40149	WP2012	miRs in Muscle Cell Differentiation
T40149	WP1824	GPCR downstream signaling
T40149	WP1809	Effects of PIP2 hydrolysis
T40787	WP2693	Metabolism of amino acids and derivatives
T41666	WP404	Nucleotide Metabolism
T41666	WP2857	Mesodermal Commitment Pathway
T41666	WP2853	Endoderm Differentiation
T41666	WP1851	Metabolism of nucleotides
T41766	WP75	Toll-like receptor signaling pathway
T41766	WP2801	MyD88 cascade initiated on plasma membrane
T41766	WP2768	MyD88 dependent cascade initiated on endosome
T41766	WP2761	MyD88:Mal cascade initiated on plasma membrane
T41766	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T41766	WP2324	AGE/RAGE pathway
T41766	WP195	IL-1 signaling pathway
T41766	WP1839	Interleukin-1 signaling
T41766	WP1449	Regulation of toll-like receptor signaling pathway
T42004	WP2272	Pathogenic Escherichia coli infection
T42004	WP2006	miR-targeted genes in squamous cell - TarBase
T42004	WP2005	miR-targeted genes in muscle cell - TarBase
T42004	WP2004	miR-targeted genes in lymphocytes - TarBase
T42004	WP2002	miR-targeted genes in epithelium - TarBase
T43206	WP706	SIDS Susceptibility Pathways
T43206	WP2797	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
T43206	WP236	Adipogenesis
T43206	WP1797	Circadian Clock
T43206	WP170	Nuclear Receptors
T44516	WP536	Calcium Regulation in the Cardiac Cell
T44516	WP2669	Potassium Channels
T45598	WP75	Toll-like receptor signaling pathway
T45598	WP1835	Interferon alpha/beta signaling
T45598	WP1449	Regulation of toll-like receptor signaling pathway
T46515	WP1938	tRNA Aminoacylation
T46700	WP75	Toll-like receptor signaling pathway
T46700	WP69	TCR Signaling Pathway
T46700	WP481	Insulin Signaling
T46700	WP382	MAPK Signaling Pathway
T46700	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T46700	WP231	TNF alpha Signaling Pathway
T46700	WP2006	miR-targeted genes in squamous cell - TarBase
T46700	WP2004	miR-targeted genes in lymphocytes - TarBase
T46700	WP2003	miR-targeted genes in leukocytes - TarBase
T46700	WP2002	miR-targeted genes in epithelium - TarBase
T46700	WP1839	Interleukin-1 signaling
T46700	WP1799	Costimulation by the CD28 family
T46700	WP1449	Regulation of toll-like receptor signaling pathway
T47164	WP2714	Signaling by Hippo
T47306	WP1848	Metabolism of carbohydrates
T47306	WP1828	Hexose transport
T47888	WP26	Signal Transduction of S1P Receptor
T47888	WP247	Small Ligand GPCRs
T47888	WP1825	GPCR ligand binding
T47888	WP1824	GPCR downstream signaling
T48330	WP2882	Nuclear Receptors Meta-Pathway
T48330	WP2873	Aryl Hydrocarbon Receptor Pathway
T48330	WP1936	Transport of inorganic cations/anions and amino acids/oligopeptides
T48330	WP1794	Cell surface interactions at the vascular wall
T48614	WP585	Interferon type I signaling pathways
T48614	WP516	Hypertrophy Model
T48614	WP481	Insulin Signaling
T48614	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
T48614	WP2672	ISG15 antiviral mechanism
T48614	WP2659	Deadenylation-dependent mRNA decay
T48614	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T48614	WP2380	BDNF signaling pathway
T48614	WP2034	Leptin signaling pathway
T48614	WP2005	miR-targeted genes in muscle cell - TarBase
T48614	WP2004	miR-targeted genes in lymphocytes - TarBase
T48614	WP1913	Signaling by Insulin receptor
T48614	WP1889	Processing of Capped Intron-Containing Pre-mRNA
T48614	WP1812	Eukaryotic Translation Initiation
T48614	WP107	Translation Factors
T48791	WP722	Serotonin HTR1 Group and FOS Pathway
T48791	WP710	DNA Damage Response (only ATM dependent)
T48791	WP585	Interferon type I signaling pathways
T48791	WP481	Insulin Signaling
T48791	WP437	EGF/EGFR Signaling Pathway
T48791	WP422	MAPK Cascade
T48791	WP400	p38 MAPK Signaling Pathway
T48791	WP384	Apoptosis Modulation by HSP70
T48791	WP382	MAPK Signaling Pathway
T48791	WP314	FAS pathway and Stress induction of HSP regulation
T48791	WP2801	MyD88 cascade initiated on plasma membrane
T48791	WP2795	Cardiac Hypertrophic Response
T48791	WP2768	MyD88 dependent cascade initiated on endosome
T48791	WP2761	MyD88:Mal cascade initiated on plasma membrane
T48791	WP2759	Fc epsilon receptor (FCERI) signaling
T48791	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T48791	WP2571	Polycystic Kidney Disease Pathway
T48791	WP254	Apoptosis
T48791	WP2526	PDGF Pathway
T48791	WP2380	BDNF signaling pathway
T48791	WP231	TNF alpha Signaling Pathway
T48791	WP195	IL-1 signaling pathway
T48791	WP1904	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
T49368	WP69	TCR Signaling Pathway
T49368	WP619	Type II interferon signaling (IFNG)
T49368	WP536	Calcium Regulation in the Cardiac Cell
T49368	WP481	Insulin Signaling
T49368	WP437	EGF/EGFR Signaling Pathway
T49368	WP428	Wnt Signaling Pathway
T49368	WP399	Wnt Signaling Pathway and Pluripotency
T49368	WP382	MAPK Signaling Pathway
T49368	WP364	IL-6 signaling pathway
T49368	WP35	G Protein Signaling Pathways
T49368	WP289	Myometrial Relaxation and Contraction Pathways
T49368	WP2733	Regulation of mRNA Stability by Proteins that Bind AU-rich Elements
T49368	WP2688	DAG and IP3 signaling
T49368	WP244	Alpha 6 Beta 4 signaling pathway
T49368	WP2380	BDNF signaling pathway
T49368	WP2374	Oncostatin M Signaling Pathway
T49368	WP2355	Corticotropin-releasing hormone
T49368	WP2324	AGE/RAGE pathway
T49368	WP23	B Cell Receptor Signaling Pathway
T49368	WP2261	Signaling Pathways in Glioblastoma
T49368	WP2012	miRs in Muscle Cell Differentiation
T49368	WP1978	Opioid Signalling
T49368	WP1824	GPCR downstream signaling
T49368	WP1809	Effects of PIP2 hydrolysis
T49368	WP1784	Apoptotic execution  phase
T49368	WP1584	Type II diabetes mellitus
T49755	WP428	Wnt Signaling Pathway
T49755	WP399	Wnt Signaling Pathway and Pluripotency
T49755	WP363	Wnt Signaling Pathway Netpath
T49755	WP2804	Hair Follicle Development: Induction (Part 1 of 3)
T49755	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T49755	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T50007	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
T50007	WP2324	AGE/RAGE pathway
T50445	WP75	Toll-like receptor signaling pathway
T50445	WP453	Inflammatory Response Pathway
T50445	WP288	NLR Proteins
T50445	WP2806	Human Complement System
T50445	WP2328	Allograft Rejection
T50445	WP1449	Regulation of toll-like receptor signaling pathway
T50970	WP706	SIDS Susceptibility Pathways
T50970	WP2355	Corticotropin-releasing hormone
T50970	WP2197	Endothelin Pathways
T51671	WP2197	Endothelin Pathways
T51671	WP1825	GPCR ligand binding
T51671	WP1824	GPCR downstream signaling
T52188	WP357	Fatty Acid Biosynthesis
T52188	WP2857	Mesodermal Commitment Pathway
T52188	WP2853	Endoderm Differentiation
T52188	WP2706	Activation of Gene Expression by SREBP (SREBF)
T52188	WP2355	Corticotropin-releasing hormone
T52188	WP2034	Leptin signaling pathway
T52188	WP1982	SREBP signalling
T52188	WP1817	Fatty acid, triacylglycerol, and ketone body metabolism
T52188	WP1403	AMPK Signaling
T52189	WP357	Fatty Acid Biosynthesis
T52189	WP2453	TCA Cycle and PDHc
T52189	WP2366	Butyrate-induced histone acetylation
T52189	WP1982	SREBP signalling
T52189	WP1831	Integration of energy metabolism
T52189	WP1817	Fatty acid, triacylglycerol, and ketone body metabolism
T52297	WP299	Nuclear Receptors in Lipid Metabolism and Toxicity
T52297	WP2882	Nuclear Receptors Meta-Pathway
T52297	WP2878	PPAR Alpha Pathway
T52297	WP2874	Liver X Receptor Pathway
T52297	WP236	Adipogenesis
T52297	WP2011	SREBF and miR33 in cholesterol and lipid homeostasis
T52297	WP170	Nuclear Receptors
T52382	WP75	Toll-like receptor signaling pathway
T52382	WP2775	Toll-Like Receptors Cascades
T52382	WP2761	MyD88:Mal cascade initiated on plasma membrane
T52382	WP2752	MyD88-independent cascade 
T52382	WP2272	Pathogenic Escherichia coli infection
T52382	WP1449	Regulation of toll-like receptor signaling pathway
T52501	WP481	Insulin Signaling
T52501	WP437	EGF/EGFR Signaling Pathway
T52501	WP422	MAPK Cascade
T52501	WP382	MAPK Signaling Pathway
T52501	WP2380	BDNF signaling pathway
T52501	WP195	IL-1 signaling pathway
T52796	WP61	Notch Signaling Pathway
T52796	WP2722	Signaling by NOTCH3
T52796	WP2721	Signaling by NOTCH4
T52796	WP2720	Signaling by NOTCH1
T52796	WP2718	Signaling by NOTCH2
T52796	WP268	Notch Signaling Pathway
T53350	WP2406	Cardiac Progenitor Differentiation
T53350	WP236	Adipogenesis
T53612	WP2877	Vitamin D Receptor Pathway
T53612	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
T53975	WP24	Peptide GPCRs
T53975	WP1825	GPCR ligand binding
T53975	WP1824	GPCR downstream signaling
T54779	WP404	Nucleotide Metabolism
T54779	WP2446	Retinoblastoma (RB) in Cancer
T54779	WP1851	Metabolism of nucleotides
T54779	WP1601	Fluoropyrimidine Activity
T55114	WP2697	Fertilization
T55302	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T55826	WP2525	Trans-sulfuration and one carbon metabolism
T55826	WP241	One Carbon Metabolism
T55826	WP176	Folate Metabolism
T55826	WP1533	Vitamin B12 Metabolism
T55826	WP1495	Glycine Metabolism
T55916	WP2669	Potassium Channels
T56051	WP2371	Parkinsons Disease Pathway
T56051	WP183	Proteasome Degradation
T56143	WP455	GPCRs, Class A Rhodopsin-like
T56175	WP2706	Activation of Gene Expression by SREBP (SREBF)
T56175	WP1982	SREBP signalling
T56175	WP197	Cholesterol Biosynthesis
T56175	WP1795	Cholesterol biosynthesis
T56272	WP455	GPCRs, Class A Rhodopsin-like
T56272	WP1825	GPCR ligand binding
T56272	WP1824	GPCR downstream signaling
T57291	WP500	Glycogen Metabolism
T58470	WP615	Senescence and Autophagy in Cancer
T58470	WP531	Mismatch repair
T58470	WP466	DNA Replication
T58470	WP45	G1 to S cell cycle control
T58470	WP437	EGF/EGFR Signaling Pathway
T58470	WP2772	S Phase
T58470	WP259	Nifedipine Activity
T58470	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T58470	WP2446	Retinoblastoma (RB) in Cancer
T58470	WP2377	Integrated Pancreatic Cancer Pathway
T58470	WP1980	Nucleotide Excision Repair
T58470	WP1928	Telomere Maintenance
T58470	WP1925	Synthesis of DNA
T58470	WP1858	Mitotic G1-G1/S phases
T58470	WP179	Cell Cycle
T58470	WP1787	Base Excision Repair
T58474	WP722	Serotonin HTR1 Group and FOS Pathway
T58474	WP710	DNA Damage Response (only ATM dependent)
T58474	WP524	G13 Signaling Pathway
T58474	WP51	Regulation of Actin Cytoskeleton
T58474	WP428	Wnt Signaling Pathway
T58474	WP399	Wnt Signaling Pathway and Pluripotency
T58474	WP366	TGF beta Signaling Pathway
T58474	WP363	Wnt Signaling Pathway Netpath
T58474	WP35	G Protein Signaling Pathways
T58474	WP2742	Signaling by TGF-beta Receptor Complex
T58474	WP2593	JAK/STAT
T58474	WP244	Alpha 6 Beta 4 signaling pathway
T58474	WP2431	Spinal Cord Injury
T58474	WP2355	Corticotropin-releasing hormone
T58474	WP2324	AGE/RAGE pathway
T58474	WP2272	Pathogenic Escherichia coli infection
T58474	WP2034	Leptin signaling pathway
T58474	WP1976	Signalling by NGF
T58474	WP1917	Signaling by Rho GTPases
T58474	WP1907	Semaphorin interactions
T58474	WP1873	NGF signalling via TRKA from the plasma membrane
T58474	WP1826	GPVI-mediated activation cascade
T58474	WP1824	GPCR downstream signaling
T58474	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T58474	WP1528	Physiological and Pathological Hypertrophy  of the Heart
T58474	WP138	Androgen receptor signaling pathway
T58479	WP706	SIDS Susceptibility Pathways
T58479	WP516	Hypertrophy Model
T58479	WP474	Endochondral Ossification
T58479	WP306	Focal Adhesion
T58479	WP2848	Differentiation Pathway
T58479	WP2828	Bladder Cancer
T58479	WP2727	Regulation of Hypoxia-inducible Factor (HIF) by Oxygen
T58479	WP259	Nifedipine Activity
T58479	WP2586	Aryl Hydrocarbon Receptor
T58479	WP2435	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
T58479	WP2377	Integrated Pancreatic Cancer Pathway
T58479	WP2374	Oncostatin M Signaling Pathway
T58479	WP2328	Allograft Rejection
T58479	WP1984	Integrated Breast Cancer Pathway
T58479	WP1919	Signaling by VEGF
T58479	WP1591	Heart Development
T58479	WP1539	Angiogenesis
T58937	WP2884	NRF2 pathway
T58937	WP2882	Nuclear Receptors Meta-Pathway
T58998	WP2006	miR-targeted genes in squamous cell - TarBase
T58998	WP2005	miR-targeted genes in muscle cell - TarBase
T58998	WP2004	miR-targeted genes in lymphocytes - TarBase
T59190	WP536	Calcium Regulation in the Cardiac Cell
T59190	WP481	Insulin Signaling
T59190	WP437	EGF/EGFR Signaling Pathway
T59190	WP428	Wnt Signaling Pathway
T59190	WP399	Wnt Signaling Pathway and Pluripotency
T59190	WP382	MAPK Signaling Pathway
T59190	WP35	G Protein Signaling Pathways
T59190	WP289	Myometrial Relaxation and Contraction Pathways
T59190	WP2742	Signaling by TGF-beta Receptor Complex
T59190	WP2328	Allograft Rejection
T59190	WP2324	AGE/RAGE pathway
T59190	WP231	TNF alpha Signaling Pathway
T59190	WP2261	Signaling Pathways in Glioblastoma
T59190	WP2012	miRs in Muscle Cell Differentiation
T59190	WP195	IL-1 signaling pathway
T59190	WP1826	GPVI-mediated activation cascade
T59190	WP1584	Type II diabetes mellitus
T59230	WP496	Steroid Biosynthesis
T59230	WP2724	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism
T59230	WP2263	Prostate Cancer
T59230	WP1941	Peroxisomal beta-oxidation of tetracosanoyl-CoA
T59230	WP1878	Peroxisomal lipid metabolism
T59230	WP1788	Bile acid and bile salt metabolism
T59445	WP690	Polyol Pathway
T59479	WP306	Focal Adhesion
T59479	WP254	Apoptosis
T59479	WP231	TNF alpha Signaling Pathway
T59479	WP2036	TWEAK Signaling Pathway
T59479	WP1772	Apoptosis Modulation and Signaling
T60213	WP474	Endochondral Ossification
T60213	WP2858	Ectoderm Differentiation
T60213	WP2857	Mesodermal Commitment Pathway
T60213	WP2853	Endoderm Differentiation
T60213	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
T60213	WP2804	Hair Follicle Development: Induction (Part 1 of 3)
T60213	WP2760	Signaling by BMP
T60213	WP1984	Integrated Breast Cancer Pathway
T60213	WP1591	Heart Development
T60213	WP1425	BMP Signalling and Regulation
T60744	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T60744	WP1825	GPCR ligand binding
T60744	WP1824	GPCR downstream signaling
T61243	WP501	GPCRs, Class C Metabotropic glutamate, pheromone
T61243	WP1825	GPCR ligand binding
T61243	WP1824	GPCR downstream signaling
T61792	WP299	Nuclear Receptors in Lipid Metabolism and Toxicity
